Date,Time,.SS,MoistureSensorRawAdcFromMc,MoistureSensorRawAdc,RawMoistureSensorComputedVoltsx100,FilteredMoistureSensorFromMc,SmoothMoistureReading,MoistureSensorRawAdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,F0B8,F308,F331,F017,F322,F308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2023,13:49:38:.433,.433,1023,1023,499,7851,8000,1023
12/04/2023,13:49:38:.539,.539,1023,1023,499,7851,8000,1023
12/04/2023,13:49:38:.646,.646,1023,1023,499,7851,8000,1023
12/04/2023,13:49:38:.752,.752,1023,1023,499,7851,8000,1023
12/04/2023,13:49:38:.859,.859,1023,1023,499,7851,8000,1023
12/04/2023,13:49:38:.966,.966,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.074,.074,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.182,.182,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.288,.288,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.395,.395,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.501,.501,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.607,.607,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.714,.714,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.821,.821,1023,1023,499,7851,8000,1023
12/04/2023,13:49:39:.929,.929,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.036,.036,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.142,.142,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.248,.248,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.355,.355,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.460,.460,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.566,.566,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.672,.672,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.778,.778,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.885,.885,1023,1023,499,7851,8000,1023
12/04/2023,13:49:40:.991,.991,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.098,.098,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.206,.206,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.312,.312,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.420,.420,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.527,.527,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.634,.634,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.743,.743,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.849,.849,1023,1023,499,7851,8000,1023
12/04/2023,13:49:41:.956,.956,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.062,.062,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.168,.168,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.276,.276,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.383,.383,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.491,.491,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.599,.599,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.705,.705,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.812,.812,1023,1023,499,7851,8000,1023
12/04/2023,13:49:42:.920,.920,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.027,.027,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.133,.133,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.239,.239,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.345,.345,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.451,.451,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.559,.559,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.666,.666,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.773,.773,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.880,.880,1023,1023,499,7851,8000,1023
12/04/2023,13:49:43:.986,.986,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.092,.092,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.199,.199,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.305,.305,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.413,.413,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.519,.519,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.625,.625,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.731,.731,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.839,.839,1023,1023,499,7851,8000,1023
12/04/2023,13:49:44:.945,.945,1023,1023,499,7851,8000,1023
12/04/2023,13:49:45:.051,.051,1023,1023,499,7851,8000,1023
12/04/2023,13:49:45:.158,.158,1023,1023,499,7851,8000,1023
12/04/2023,13:49:45:.265,.265,1023,1023,499,7851,8000,1023
